0, 88
1, 88
2, 88
3, 88
4, 88
5, 88
6, 88
7, 88
8, 88
9, 88
10, 88
11, 88
12, 88
13, 88
14, 88
15, 88
16, 88
17, 88
18, 88
19, 88
20, 88
21, 88
22, 89
23, 89
24, 88
25, 89
26, 88
27, 89
28, 89
29, 89
30, 89
31, 51
32, 89
33, 50
34, 50
35, 50
36, 50
37, 50
38, 50
39, 50
40, 50
41, 50
42, 50
43, 50
44, 50
45, 50
46, 50
47, 50
48, 50
49, 357
50, 357
51, 357
52, 357
53, 357
54, 357
55, 357
56, 357
57, 357
58, 357
59, 357
60, 357
61, 357
62, 357
63, 357
64, 357
65, 357
66, 357
67, 357
68, 357
69, 357
70, 357
71, 357
72, 62
73, 62
74, 61
75, 60
76, 61
77, 61
78, 60
79, 61
80, 61
81, 61
82, 61
83, 61
84, 61
85, 60
86, 61
87, 61
88, 61
89, 60
90, 61
91, 60
92, 61
93, 61
94, 61
95, 60
96, 61
97, 61
98, 61
99, 61
100, 61
101, 61
102, 62
103, 357
104, 357
105, 357
106, 357
107, 357
108, 357
109, 357
110, 357
111, 357
112, 357
113, 357
114, 357
115, 357
116, 357
117, 357
118, 357
119, 48
120, 48
121, 47
122, 47
123, 47
124, 47
125, 47
126, 47
127, 47
128, 47
129, 46
130, 46
131, 46
132, 46
133, 46
134, 46
135, 46
136, 46
137, 46
138, 46
139, 46
140, 46
141, 46
142, 46
143, 46
144, 46
145, 46
146, 46
147, 46
148, 46
149, 46
150, 46
151, 46
152, 47
153, 47
154, 47
155, 47
156, 47
157, 47
158, 47
159, 48
160, 48
161, 357
162, 357
163, 357
164, 357
165, 357
166, 357
167, 357
168, 357
169, 357
170, 357
171, 357
172, 357
173, 357
174, 357
175, 357
176, 357
177, 357
178, 357
179, 357
180, 357
0, 88
1, 88
2, 88
3, 88
4, 88
5, 88
6, 88
7, 88
8, 88
9, 88
10, 88
11, 88
12, 88
13, 88
14, 88
15, 88
16, 88
17, 88
18, 88
19, 88
20, 88
21, 88
